epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
252,56410.5,0.81121,1.50835,0.56667,1.17434,0.88327,0.82881,0.89185,0.61162,0.87399,0.82086,0.88266,0.56905,1.15736,1.5012,0.61555,1.53047,8.585e-05,8.585e-05,8.585e-05
253,56699.9,0.80772,1.50339,0.56986,1.17037,0.88374,0.82843,0.89188,0.61157,0.87476,0.82039,0.88271,0.56885,1.15737,1.50144,0.61551,1.531,8.42e-05,8.42e-05,8.42e-05
254,57012.5,0.80278,1.48632,0.56368,1.17406,0.88354,0.82834,0.89185,0.61198,0.87406,0.81946,0.88274,0.56899,1.15792,1.50197,0.61704,1.53147,8.255e-05,8.255e-05,8.255e-05
255,57310.4,0.79933,1.48514,0.55676,1.16652,0.88416,0.82834,0.89201,0.6123,0.87417,0.81899,0.88232,0.56988,1.15785,1.50209,0.61646,1.53155,8.09e-05,8.09e-05,8.09e-05
256,57715.2,0.80019,1.4996,0.5628,1.17289,0.8851,0.82868,0.89219,0.61228,0.87505,0.81946,0.88238,0.56969,1.15815,1.50148,0.61649,1.53231,7.925e-05,7.925e-05,7.925e-05
257,57962.1,0.80474,1.5116,0.57328,1.18218,0.88583,0.82745,0.8921,0.61317,0.87582,0.8181,0.88229,0.57001,1.15806,1.50188,0.61662,1.53273,7.76e-05,7.76e-05,7.76e-05
258,58243.5,0.80394,1.49095,0.55942,1.1726,0.88542,0.82788,0.89221,0.61291,0.87542,0.81852,0.88237,0.56997,1.15767,1.50204,0.61724,1.53271,7.595e-05,7.595e-05,7.595e-05
259,58492.6,0.81193,1.52272,0.57524,1.18602,0.88261,0.82881,0.89208,0.613,0.87245,0.81946,0.88202,0.57014,1.15732,1.50289,0.61674,1.53252,7.43e-05,7.43e-05,7.43e-05
260,58818.1,0.80511,1.49917,0.56293,1.17421,0.88423,0.82834,0.89235,0.6131,0.87295,0.81852,0.88214,0.57032,1.15732,1.50358,0.61744,1.5328,7.265e-05,7.265e-05,7.265e-05
261,59014.3,0.79023,1.49134,0.55613,1.16766,0.88417,0.82834,0.89204,0.61317,0.87369,0.81852,0.88191,0.57001,1.15755,1.50474,0.61808,1.53333,7.1e-05,7.1e-05,7.1e-05
262,59248.6,0.8025,1.48077,0.55552,1.16834,0.88583,0.8274,0.89207,0.61331,0.87432,0.81899,0.88192,0.57026,1.15756,1.50533,0.61877,1.53351,6.935e-05,6.935e-05,6.935e-05
263,59485.3,0.80177,1.50256,0.56624,1.17448,0.88466,0.82868,0.89219,0.61303,0.87194,0.82168,0.88182,0.56984,1.15733,1.50548,0.61899,1.53348,6.77e-05,6.77e-05,6.77e-05
264,59754.6,0.78663,1.47036,0.55187,1.1615,0.8831,0.83115,0.89207,0.61277,0.87254,0.82133,0.88163,0.56963,1.15724,1.50576,0.61931,1.53345,6.605e-05,6.605e-05,6.605e-05
265,59998.4,0.79667,1.48451,0.55929,1.16876,0.88324,0.83162,0.89205,0.61272,0.87281,0.8218,0.88176,0.56975,1.15666,1.50664,0.61886,1.53316,6.44e-05,6.44e-05,6.44e-05
266,60278.6,0.78984,1.46982,0.55288,1.16165,0.88299,0.83162,0.8921,0.61269,0.87208,0.82226,0.8817,0.56978,1.15666,1.50676,0.61925,1.5332,6.275e-05,6.275e-05,6.275e-05
267,60495,0.79654,1.48887,0.55976,1.1711,0.88073,0.83237,0.89208,0.61318,0.86882,0.8246,0.88169,0.57003,1.15609,1.50682,0.61924,1.53283,6.11e-05,6.11e-05,6.11e-05
268,60759.7,0.79167,1.47441,0.55456,1.16608,0.87916,0.83302,0.89168,0.61278,0.86926,0.8246,0.88168,0.57046,1.15616,1.5075,0.61923,1.53329,5.945e-05,5.945e-05,5.945e-05
269,60962.8,0.78569,1.46991,0.55078,1.16017,0.88016,0.83349,0.89196,0.61313,0.86998,0.8246,0.88184,0.57093,1.1559,1.5083,0.61963,1.53323,5.78e-05,5.78e-05,5.78e-05
270,61218.6,0.78817,1.46064,0.54676,1.16072,0.88012,0.83349,0.89183,0.6135,0.86897,0.82512,0.88175,0.57099,1.15573,1.50926,0.62037,1.53327,5.615e-05,5.615e-05,5.615e-05
271,61439.3,0.78337,1.47527,0.5513,1.16909,0.88121,0.8327,0.89187,0.61368,0.87229,0.8246,0.88185,0.57136,1.15565,1.50876,0.62063,1.53298,5.45e-05,5.45e-05,5.45e-05
272,61668.7,0.79094,1.47194,0.55014,1.15981,0.88003,0.8337,0.89214,0.61381,0.87114,0.82528,0.882,0.57181,1.15536,1.50802,0.62098,1.53252,5.285e-05,5.285e-05,5.285e-05
273,61927.2,0.78027,1.45965,0.54426,1.16069,0.88115,0.83396,0.89175,0.61395,0.87226,0.82554,0.88204,0.57193,1.15504,1.50776,0.62082,1.53234,5.12e-05,5.12e-05,5.12e-05
274,62132.6,0.78738,1.47118,0.54905,1.1679,0.88078,0.83396,0.89242,0.61435,0.87177,0.82554,0.88239,0.57225,1.15472,1.50874,0.62132,1.53192,4.955e-05,4.955e-05,4.955e-05
275,62330.3,0.7852,1.47745,0.55005,1.16431,0.8812,0.83265,0.89242,0.61482,0.8716,0.82549,0.88225,0.57262,1.15489,1.50897,0.62166,1.53248,4.79e-05,4.79e-05,4.79e-05
276,62538.9,0.78462,1.47625,0.54837,1.16562,0.8814,0.83349,0.89263,0.61478,0.8673,0.82928,0.88201,0.57261,1.15432,1.50975,0.62165,1.53229,4.625e-05,4.625e-05,4.625e-05
277,62743.2,0.78515,1.49128,0.55179,1.17105,0.88051,0.83349,0.89275,0.61524,0.86769,0.82928,0.88228,0.57285,1.1548,1.5097,0.62205,1.53296,4.46e-05,4.46e-05,4.46e-05
278,63032,0.78897,1.47137,0.5514,1.16593,0.87961,0.83384,0.89275,0.61553,0.86902,0.82854,0.88237,0.57305,1.15455,1.50951,0.62273,1.53286,4.295e-05,4.295e-05,4.295e-05
279,63274.7,0.78295,1.45664,0.54624,1.16702,0.87967,0.83427,0.89265,0.61563,0.86853,0.82788,0.88231,0.57307,1.15433,1.50982,0.62263,1.53246,4.13e-05,4.13e-05,4.13e-05
280,63473.7,0.77723,1.46745,0.53726,1.16567,0.87741,0.8363,0.89214,0.61558,0.86834,0.82834,0.88226,0.57325,1.15421,1.51007,0.62312,1.53247,3.965e-05,3.965e-05,3.965e-05
281,63671.4,0.76992,1.4193,0.53304,1.15575,0.87798,0.83465,0.89229,0.61526,0.86839,0.82788,0.88247,0.57355,1.15445,1.50993,0.62246,1.53272,3.8e-05,3.8e-05,3.8e-05
282,63868.4,0.79018,1.48473,0.55135,1.1633,0.87796,0.83451,0.89246,0.61589,0.86818,0.82868,0.88271,0.57383,1.15436,1.51018,0.62327,1.5327,3.635e-05,3.635e-05,3.635e-05
283,64063.4,0.77859,1.45893,0.53843,1.15615,0.87828,0.83442,0.89238,0.61582,0.86814,0.82835,0.88292,0.57442,1.15448,1.51109,0.62284,1.53333,3.47e-05,3.47e-05,3.47e-05
284,64258.7,0.77372,1.45852,0.53624,1.151,0.8785,0.8353,0.89251,0.61587,0.86865,0.829,0.88372,0.57423,1.15453,1.51175,0.62248,1.53353,3.305e-05,3.305e-05,3.305e-05
285,64494.4,0.77767,1.45201,0.53326,1.15655,0.87703,0.8363,0.89276,0.61607,0.86861,0.82865,0.88371,0.57471,1.15464,1.51204,0.62223,1.53374,3.14e-05,3.14e-05,3.14e-05
286,64708.4,0.76385,1.41991,0.52266,1.15097,0.87743,0.83705,0.8929,0.6161,0.86897,0.82928,0.88397,0.57496,1.15495,1.5132,0.62213,1.53421,2.975e-05,2.975e-05,2.975e-05
287,64985.9,0.7808,1.46084,0.54748,1.16185,0.8766,0.83733,0.89294,0.61652,0.86695,0.83203,0.88399,0.57522,1.15477,1.51442,0.62278,1.53423,2.81e-05,2.81e-05,2.81e-05
288,65228.3,0.7679,1.44401,0.5316,1.1546,0.8766,0.83733,0.8929,0.6167,0.86595,0.83255,0.88402,0.57512,1.15488,1.51443,0.62324,1.53437,2.645e-05,2.645e-05,2.645e-05
289,65423.2,0.77361,1.44053,0.53681,1.15752,0.87665,0.83723,0.89285,0.61678,0.86583,0.83209,0.8838,0.57535,1.15456,1.51492,0.62362,1.53433,2.48e-05,2.48e-05,2.48e-05
290,65638,0.77377,1.45052,0.54321,1.15784,0.87543,0.83818,0.89284,0.61672,0.86558,0.83255,0.88364,0.5753,1.15442,1.51515,0.62374,1.5342,2.315e-05,2.315e-05,2.315e-05
291,65847.3,0.65884,1.16663,0.33224,1.07811,0.87555,0.83909,0.89298,0.61688,0.86565,0.83174,0.88383,0.57527,1.15461,1.51483,0.62317,1.53485,2.15e-05,2.15e-05,2.15e-05
292,66041.2,0.64159,1.1293,0.30684,1.06356,0.87505,0.83852,0.89293,0.61657,0.86629,0.83032,0.88372,0.57531,1.15487,1.51556,0.62363,1.53517,1.985e-05,1.985e-05,1.985e-05
293,66256.6,0.62336,1.10231,0.30117,1.05324,0.87496,0.83863,0.89279,0.61665,0.86519,0.83151,0.88353,0.57515,1.15505,1.51519,0.62413,1.5352,1.82e-05,1.82e-05,1.82e-05
294,66450.1,0.62138,1.09865,0.29843,1.0494,0.87565,0.83661,0.89281,0.61634,0.866,0.83123,0.88363,0.57537,1.15485,1.51494,0.62456,1.53527,1.655e-05,1.655e-05,1.655e-05
295,66643.4,0.61591,1.08925,0.2964,1.04401,0.87693,0.83583,0.89278,0.61668,0.86664,0.82834,0.88423,0.57553,1.15486,1.51512,0.62505,1.53526,1.49e-05,1.49e-05,1.49e-05
296,66836.9,0.61163,1.07987,0.29731,1.0384,0.87765,0.83583,0.89277,0.61653,0.8672,0.8308,0.88437,0.57563,1.15486,1.51603,0.62534,1.53543,1.325e-05,1.325e-05,1.325e-05
297,67030.1,0.61183,1.07949,0.29137,1.03896,0.87812,0.83536,0.89273,0.61685,0.87025,0.82788,0.88418,0.57573,1.15447,1.51547,0.62575,1.53512,1.16e-05,1.16e-05,1.16e-05
298,67223.5,0.6082,1.08845,0.29258,1.04525,0.87856,0.83536,0.89276,0.61701,0.87069,0.82788,0.88422,0.57586,1.1542,1.51539,0.62573,1.53525,9.95e-06,9.95e-06,9.95e-06
299,67416.9,0.61628,1.08644,0.29358,1.04577,0.87824,0.8363,0.89328,0.61687,0.86944,0.82834,0.8843,0.57548,1.15418,1.51734,0.62684,1.53521,8.3e-06,8.3e-06,8.3e-06
300,67610.1,0.60262,1.0712,0.2888,1.03033,0.8773,0.83489,0.89309,0.61709,0.86797,0.82712,0.88331,0.5755,1.15362,1.51724,0.62583,1.5348,6.65e-06,6.65e-06,6.65e-06
